review,rating,date,bank,source,theme
really am happy to this app it is siple to use everything,5,2025-06-07,CBE,Google Play,Other
i liked this app. but the user interface is very basic and not attractive at all.,2,2025-06-07,CBE,Google Play,UI/UX
"""why don’t your atms support account-to-account transfers like other countries( kenya, nigeria , south africa)""",4,2025-06-05,CBE,Google Play,Transaction Problems
what is this app problem???,1,2025-06-05,CBE,Google Play,Other
the app is proactive and a good connections.,5,2025-06-05,CBE,Google Play,Other
i cannot send to cbebirr app. through this app.,3,2025-06-05,CBE,Google Play,Other
good,4,2025-06-05,CBE,Google Play,Other
not functional,1,2025-06-04,CBE,Google Play,Other
"everytime you uninstall the app you have to reach them out physically. very oldy! if that's one of security layer, they'd check for fraud attempt via app source directly(source:- app store, play store ... etc) implicitly ! we are in 2025, physical presence for every app install is traditional(traditionally very rare).",1,2025-06-04,CBE,Google Play,Other
አካውንት የምናስገባበት ቦታ ስም ጽፈን ነው ከዚህ በፊት የላክንባቸውን አካዉንቶች የምንፈልገዉ ነገር ግን አዲስ አካውንቶች mr ብለዉ የሚጀምሩ በዝተዋል ግን አፕልኬሽኑ space ስንጽፍ አይቀበልም ቢስተካከል,4,2025-06-04,CBE,Google Play,Other
best,5,2025-06-04,CBE,Google Play,Other
bezabih,5,2025-06-04,CBE,Google Play,Other
best mobile banking app ever,5,2025-06-04,CBE,Google Play,Other
it was good app but it have some issues like it doesnt give me the right amount that i have in the bank and have some issues in transferring,2,2025-06-04,CBE,Google Play,Transaction Problems
good,5,2025-06-04,CBE,Google Play,Other
👌👍,5,2025-06-04,CBE,Google Play,Other
very niec,5,2025-06-04,CBE,Google Play,Other
best app of finance,5,2025-06-03,CBE,Google Play,Other
yetemeta,1,2025-06-03,CBE,Google Play,Other
engida kebede fetera,5,2025-06-03,CBE,Google Play,Other
it is not safety,1,2025-06-02,CBE,Google Play,Other
nice bank,5,2025-06-02,CBE,Google Play,Other
it is like a childish app make it better the worst i have ever seen,1,2025-06-02,CBE,Google Play,Other
"it's a problem solver application, go ahead cbe, i love so much.",5,2025-06-02,CBE,Google Play,Other
it's good but try to make it facilitate for your client,4,2025-06-01,CBE,Google Play,Other
best app,5,2025-06-01,CBE,Google Play,Other
awesome bank,5,2025-06-01,CBE,Google Play,Other
this app has developed in a very good ways but there are some comments i need to make 1- preventing the screenshot likely not good for someone like me coz i need to make screenshot for quicker evidence. 2-it would be good if you make us to access recent transaction histories for 30 days coz we don't have to go to the bank's in person to see old transactions or add colander category so user can easily access old transactions through colanders.,5,2025-05-31,CBE,Google Play,UI/UX
masha alla,5,2025-05-31,CBE,Google Play,Other
"recently there is big problem when sending to safaricom, telebir, and even to cbebirr wallet could anybody who is responsible fix it, it's very frustrating it's been 5 days and my money hasn't been returned it takes it out of my account but doesn't send it to my mpesa update- they have just corrected it and sent me back the money but still i'm afraid now to send again",2,2025-05-31,CBE,Google Play,Transaction Problems
better service,5,2025-05-30,CBE,Google Play,Other
"it,s good app and time manager 👍",5,2025-05-30,CBE,Google Play,Other
malkaamuu jiidhaa namoo,5,2025-05-30,CBE,Google Play,Other
lower system everything,3,2025-05-30,CBE,Google Play,Other
nice!,5,2025-05-30,CBE,Google Play,Other
keep it up my cbe,5,2025-05-28,CBE,Google Play,Other
yes good,5,2025-05-28,CBE,Google Play,Other
"i was using this app for the last two years with no problems. it stopped working about 3 months ago. when i tried to transfer funds it gives me error ""can't do this transaction. inactive account.""",4,2025-05-27,CBE,Google Play,Transaction Problems
i like everything of this app,5,2025-05-27,CBE,Google Play,Other
🤬🤬🤬🤬 network 🛜,1,2025-05-26,CBE,Google Play,Other
best,5,2025-05-26,CBE,Google Play,Other
cbe is the best financial application and and very dimple to use. i would like to say thank you so much for the developer of application. i really appreciate this app.,5,2025-05-26,CBE,Google Play,Other
nice,5,2025-05-26,CBE,Google Play,Other
good job,5,2025-05-26,CBE,Google Play,Other
it's awesome!!,5,2025-05-25,CBE,Google Play,Other
thankyou every one,5,2025-05-25,CBE,Google Play,Other
ronaldo 🇵🇹 🥇,5,2025-05-25,CBE,Google Play,Other
"this app is absolutely fantastic i love it and i enjoying to it ,let us support this foundation together .",5,2025-05-25,CBE,Google Play,Other
"the cbe app has been highly unreliable in recent weeks. it frequently fails to work properly on both ethio telecom and safaricom networks, whether using wi-fi or mobile data. this week, the system was down entirely for extended periods, making it very difficult to access banking services. the app only functions intermittently, and the lack of consistency is frustrating. i hope the issues are addressed soon, and that any non-technical influences are removed from such essential services.",2,2025-05-25,CBE,Google Play,Other
mortuary app,5,2025-05-24,CBE,Google Play,Other
it is smart app but it has stoped after some period of time on my device with out any reason .,5,2025-05-24,CBE,Google Play,Other
amazing app i am used this app for one year,4,2025-05-24,CBE,Google Play,Other
👍,5,2025-05-24,CBE,Google Play,Other
good app,5,2025-05-24,CBE,Google Play,Other
i love it 😍😘,5,2025-05-24,CBE,Google Play,Other
it makes life easy!👌,5,2025-05-24,CBE,Google Play,Other
its not fast,1,2025-05-24,CBE,Google Play,Other
wow,4,2025-05-23,CBE,Google Play,Other
it is sooo good,5,2025-05-23,CBE,Google Play,Other
excellent,5,2025-05-23,CBE,Google Play,Other
ok,1,2025-05-23,CBE,Google Play,Other
fantastic,5,2025-05-23,CBE,Google Play,Other
accessible to using,5,2025-05-23,CBE,Google Play,Other
i like it,4,2025-05-23,CBE,Google Play,Other
why you change default network?,5,2025-05-23,CBE,Google Play,Other
very nice 👍,5,2025-05-23,CBE,Google Play,Other
nice fast app,5,2025-05-23,CBE,Google Play,Other
how to i get my money,5,2025-05-22,CBE,Google Play,Transaction Problems
"very bad, can't even load they need to improve their services.",1,2025-05-22,CBE,Google Play,Other
"very good app, but please make it reliable . it crashes sometimes .",4,2025-05-22,CBE,Google Play,Other
very busy i don't know why... i prefer 889,3,2025-05-22,CBE,Google Play,Other
"sometimes it has a nasty lag for several hour fix that , the rest is 👌",4,2025-05-22,CBE,Google Play,Other
the most boring mobil banking application in ethiopia.please use alternative private banks mobile banking apps,1,2025-05-22,CBE,Google Play,Other
hojii bonsaadha,5,2025-05-22,CBE,Google Play,Other
user-friendly apps.because this app is easy.,5,2025-05-22,CBE,Google Play,Other
awosome!!!,5,2025-05-22,CBE,Google Play,Other
"very good app,",5,2025-05-22,CBE,Google Play,Other
sync problem may 22 2025 but the date stack on may 8 2025 help pls,5,2025-05-22,CBE,Google Play,Other
ይህ መተግበሪያ በጣም ጥሩ ነው. this app is very nice,5,2025-05-22,CBE,Google Play,Other
i hate this app 😒,1,2025-05-22,CBE,Google Play,Other
trustful,5,2025-05-22,CBE,Google Play,Other
i like,5,2025-05-21,CBE,Google Play,Other
update issue,4,2025-05-21,CBE,Google Play,Other
its not working over safari network,1,2025-05-21,CBE,Google Play,Other
oldie,1,2025-05-21,CBE,Google Play,Other
it doesn't work,1,2025-05-21,CBE,Google Play,Other
"this app is good, and we are using it well",1,2025-05-21,CBE,Google Play,Other
very nice 👌 app for android phone,5,2025-05-21,CBE,Google Play,Other
yes yes,5,2025-05-21,CBE,Google Play,Other
በጣም ከርፋፋ,1,2025-05-21,CBE,Google Play,Other
easy to use helpful in my life,5,2025-05-21,CBE,Google Play,Other
good 👍,4,2025-05-21,CBE,Google Play,Other
the best mobile banking app,5,2025-05-21,CBE,Google Play,Other
"this app is very useful app,it saves time,and it is secure",4,2025-05-21,CBE,Google Play,Other
it's a good application 👍,5,2025-05-21,CBE,Google Play,Other
the screenshot and the reffresh options are so annoying that makes transaction so delaying activity !,2,2025-05-20,CBE,Google Play,Transaction Problems
poor service,1,2025-05-20,CBE,Google Play,Other
amazing,5,2025-05-20,CBE,Google Play,Other
it is reliable and easy to use.,5,2025-05-20,CBE,Google Play,Other
the most annoying mobile banking app i've ever seen,1,2025-05-20,CBE,Google Play,Other
cbe mobile banking,5,2025-05-20,CBE,Google Play,Other
"i can't make screenshout in this app, please made modification",5,2025-05-19,CBE,Google Play,Other
best app i loved it,5,2025-05-18,CBE,Google Play,Other
nice app,5,2025-05-18,CBE,Google Play,Other
amazing applicatiom sometimes doesnt work!,5,2025-05-18,CBE,Google Play,Other
well satisfied with this beautiful app,5,2025-05-18,CBE,Google Play,Other
very good,4,2025-05-17,CBE,Google Play,Other
best app.,5,2025-05-17,CBE,Google Play,Other
"not working,why???",5,2025-05-17,CBE,Google Play,Other
great impact but why developer option turnoff if you fix 🙏 🙏 🙏,5,2025-05-17,CBE,Google Play,Other
always disappointing ! especially the ios one !! some similar local applications are extremely superior to this application!! really disappointing!,1,2025-05-16,CBE,Google Play,Other
woxe harimo ribiso,5,2025-05-16,CBE,Google Play,Other
"good ,easy to use",5,2025-05-16,CBE,Google Play,Other
good app,5,2025-05-15,CBE,Google Play,Other
good job👍,5,2025-05-14,CBE,Google Play,Other
"please kindly ask to update the app and allow us to screenshot, it's convenient and efficient as long as you add security to the access there is no reason to block us from screenshooting our screen.",2,2025-05-14,CBE,Google Play,Other
i have using the cbe mobile banking app. and overall i appreciate its feuteres however i.ve notticed that when i turn on the developer options on my divice the app.stop functioning prorerly it.would be great if you could look into this issue as l often need to access developer setting for otter application thankyou for your attention to this matter,4,2025-05-13,CBE,Google Play,Other
customer service is bad nothing is good about this bank,1,2025-05-13,CBE,Google Play,Other
it is amazing mobile banking app....but why the screenshot of the receipt doesnt work,5,2025-05-13,CBE,Google Play,Other
fast and simple easy to use 👌,5,2025-05-12,CBE,Google Play,Other
the fastest transferring app i ever had its so reliable,5,2025-05-11,CBE,Google Play,Transaction Problems
"funds transferred from the same bank do not reflect in the account, even though a confirmation text message was received.",3,2025-05-11,CBE,Google Play,Transaction Problems
it's easy and fast,5,2025-05-10,CBE,Google Play,Other
this app don't have self activation only you have to look near cbe branch that's disgusting,1,2025-05-09,CBE,Google Play,Other
hello dearest cbe office personnel make some benefits for those using interest free accounts thanks for your help,5,2025-05-09,CBE,Google Play,Other
wow best application ever,5,2025-05-09,CBE,Google Play,Other
"am sorry but what does developer mode do to the application ? hack it ? are you sure you are developer or are you stupid, doesnt makes sense,",1,2025-05-08,CBE,Google Play,Other
the pride of ethiopian bank 🏦,5,2025-05-08,CBE,Google Play,Other
why the app telling me to turn of developer options please fix it.,1,2025-05-07,CBE,Google Play,Other
i am very happy . i have small prob. after i transfer i cant put the transfer cashe bil to my dic.,5,2025-05-07,CBE,Google Play,Transaction Problems
amazing apps,5,2025-05-06,CBE,Google Play,Other
all service of mobile banking,5,2025-05-06,CBE,Google Play,Other
needs improvement,1,2025-05-06,CBE,Google Play,Other
i miss the old one i couldn't send my mony to other bank..,1,2025-05-06,CBE,Google Play,Other
the app is recently crushing each time you open and try to make transfers...it used to be good. take lessons from the dashen super app or ethiotelecom. it is not befitting of your experience and glory. inv3st in making it more friendly and convenient. i am considering leaving cbe for good.,2,2025-05-06,CBE,Google Play,Transaction Problems
good but these week not oky,4,2025-05-06,CBE,Google Play,Other
well designed! fixing bugs & two step verification with biometric... simply it's great!,5,2025-05-06,CBE,Google Play,Account Access Issues
if any developer is reading this please fix the screenshot functionality or at least the download button should work flawlessly without me touching it twenty times.,1,2025-05-05,CBE,Google Play,Other
"it's a great job.but one more thing, it hasn't been placed for transfer to other banks on face like mobile charge card place",5,2025-05-05,CBE,Google Play,Transaction Problems
cbe mobilr bankg,5,2025-05-05,CBE,Google Play,Other
verygood,3,2025-05-04,CBE,Google Play,Other
ممتاز جدا,5,2025-05-04,CBE,Google Play,Other
it's very low quality application,1,2025-05-04,CBE,Google Play,Other
very amazing apps,5,2025-05-04,CBE,Google Play,Other
አዛ,1,2025-05-04,CBE,Google Play,Other
wow simple life,5,2025-05-03,CBE,Google Play,Other
it's nice,5,2025-05-03,CBE,Google Play,Other
why stacked sometimes,5,2025-05-03,CBE,Google Play,Other
okay 👍 but sometimes busy,1,2025-05-03,CBE,Google Play,Other
the worst commercial company that fails to do even the most normal things again and and again.,1,2025-05-03,CBE,Google Play,Other
very good app. but disappointed by general cessation of system.,5,2025-05-02,CBE,Google Play,Other
good and fast,5,2025-05-02,CBE,Google Play,Other
unreliable!,1,2025-05-02,CBE,Google Play,Other
best the best fast,5,2025-05-02,CBE,Google Play,Other
happy,5,2025-05-02,CBE,Google Play,Other
fast and reliable,5,2025-05-02,CBE,Google Play,Other
network errorrrrrr,2,2025-05-02,CBE,Google Play,Other
best app but there is some problem i can't send money to telebirr or mpesa so if you can add that it could be use full,4,2025-05-02,CBE,Google Play,Transaction Problems
its good and simple to use,5,2025-05-02,CBE,Google Play,Other
worest app like that bank for security and network access,1,2025-05-02,CBE,Google Play,Other
it's the best app i,5,2025-05-02,CBE,Google Play,Other
not bad not good,1,2025-05-02,CBE,Google Play,Other
its very nice,5,2025-05-02,CBE,Google Play,Other
do not work this week,3,2025-04-30,CBE,Google Play,Other
it crashes frequently,4,2025-04-29,CBE,Google Play,Other
the best,5,2025-04-28,CBE,Google Play,Other
"i can simply describe this app as ""making all your work easier"".",5,2025-04-28,CBE,Google Play,Other
goid,5,2025-04-28,CBE,Google Play,Other
best appearance,5,2025-04-27,CBE,Google Play,Other
it's very good 👍 app,5,2025-04-27,CBE,Google Play,Other
i need support you,5,2025-04-26,CBE,Google Play,Other
the worst mobile banking i have ever seen in my life,1,2025-04-26,CBE,Google Play,Other
super,5,2025-04-26,CBE,Google Play,Other
ጠጀጨገጀ።ጀገ,5,2025-04-26,CBE,Google Play,Other
i like the app,5,2025-04-26,CBE,Google Play,Other
the best,1,2025-04-26,CBE,Google Play,Other
to other bank is bad,1,2025-04-25,CBE,Google Play,Other
tank's,5,2025-04-24,CBE,Google Play,Other
its good but add more features such like. bank statement showing,5,2025-04-24,CBE,Google Play,Other
it is so nice,5,2025-04-24,CBE,Google Play,Other
very good👍,5,2025-04-21,CBE,Google Play,Other
"my first frequent experience of cbe app is critical-time failure such as suspending payment on air for 2-5 days with zero explanation, deducting from sender account without depositing to the receiver act. another fatal error by the banking company as a whole (not the app itself though) is forced-banking with corporations without consent of employers-users of the corresponding corporations",2,2025-04-21,CBE,Google Play,Other
"wow, amazing app",5,2025-04-21,CBE,Google Play,Other
use ful,5,2025-04-21,CBE,Google Play,Other
great app,5,2025-04-21,CBE,Google Play,Other
well app,5,2025-04-20,CBE,Google Play,Other
actually it is inactive,4,2025-04-19,CBE,Google Play,Other
"slow, only one account is used",2,2025-04-19,CBE,Google Play,Other
always cbe is the leading commercial bank💪💪💪,5,2025-04-18,CBE,Google Play,Other
i like it,5,2025-04-18,CBE,Google Play,Other
why removing screenshot feature why?,1,2025-04-18,CBE,Google Play,Other
nice apps where network is good in connection,5,2025-04-18,CBE,Google Play,Other
thank you!!!,5,2025-04-18,CBE,Google Play,Other
i can't take screenshot,1,2025-04-18,CBE,Google Play,Other
"every update was made the system better and better until the march 19th, 2025 update, not allowing us to screenshot. you guys didn't understand how much it's a really quick and significant thing. you add extra steps to us, which makes the process draw back",3,2025-04-18,CBE,Google Play,Account Access Issues
perfectly special,5,2025-04-17,CBE,Google Play,Other
fast and reliable,5,2025-04-17,CBE,Google Play,Other
the best application i have ever seen in ethiopia banking industry.,5,2025-04-17,CBE,Google Play,Other
great app!!!,5,2025-04-17,CBE,Google Play,Other
because sometimes it doesn't working it load too much,3,2025-04-16,CBE,Google Play,Other
"absolutely the best app! it works flawlessly, anytime and anywhere.",5,2025-04-16,CBE,Google Play,Other
very nice app ever!!!,5,2025-04-16,CBE,Google Play,Other
the best app,5,2025-04-16,CBE,Google Play,Other
biometric security for mobile banking is not available,5,2025-04-15,CBE,Google Play,Other
great,5,2025-04-15,CBE,Google Play,Other
nice service,5,2025-04-15,CBE,Google Play,Other
great app,5,2025-04-15,CBE,Google Play,Other
it's special apps,5,2025-04-15,CBE,Google Play,Other
"in the updated version of the app, it takes more time to download the receipt.",3,2025-04-14,CBE,Google Play,Other
ለምንድነው ትራንዛክሽን ትንሽ ብቻ የሚያሳየው ?,3,2025-04-14,CBE,Google Play,Other
good 🔥,5,2025-04-14,CBE,Google Play,Other
very interesting app i am using every day fantastic,5,2025-04-14,CBE,Google Play,Other
lebaa bank,5,2025-04-14,CBE,Google Play,Other
can't scan/recognize other banks' interoperable qr codes,1,2025-04-13,CBE,Google Play,Other
ok,5,2025-04-13,CBE,Google Play,Other
grateful app,5,2025-04-13,CBE,Google Play,Other
100% ❤️❤️❤️🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,5,2025-04-13,CBE,Google Play,Other
everthing wellbeok,3,2025-04-13,CBE,Google Play,Other
"""this mobile banking app is fast and user-friendly, but the only issue i encountered is that i can't access my bank statement within the app. i kindly request that this feature be added, similar to what is offered by other private bank mobile banking apps.",4,2025-04-12,CBE,Google Play,Other
nice app 👌,5,2025-04-12,CBE,Google Play,Other
why did this app is not screenshot,5,2025-04-12,CBE,Google Play,Other
it so good app,5,2025-04-12,CBE,Google Play,Other
جميل,5,2025-04-11,CBE,Google Play,Other
"less network, specially to make fee for utility purpose",1,2025-04-11,CBE,Google Play,Other
simply for used,4,2025-04-10,CBE,Google Play,Other
wow keep up,5,2025-04-10,CBE,Google Play,Other
its great app but when updating we can't take screen shot please try to fix it,3,2025-04-10,CBE,Google Play,Other
good one,5,2025-04-10,CBE,Google Play,Other
everything is easy thank you cebe,5,2025-04-10,CBE,Google Play,Other
ፈጣን ቀልጣፋ,5,2025-04-10,CBE,Google Play,Other
ጎበዝ,5,2025-04-09,CBE,Google Play,Other
but this app says can't sync,5,2025-04-09,CBE,Google Play,Other
waw,5,2025-04-09,CBE,Google Play,Other
to slow,3,2025-04-09,CBE,Google Play,Other
work on screen shot system,4,2025-04-08,CBE,Google Play,Other
very very nice aplication,1,2025-04-08,CBE,Google Play,Other
wonder full and it is easy to use,5,2025-04-08,CBE,Google Play,Other
easy and reliable,2,2025-04-08,CBE,Google Play,Other
it is very useful app 👍,5,2025-04-07,CBE,Google Play,Other
perfect app,5,2025-04-07,CBE,Google Play,Other
i like it.,5,2025-04-07,CBE,Google Play,Other
bugs,3,2025-04-06,CBE,Google Play,Other
commerial bank,5,2025-04-06,CBE,Google Play,Other
genat biru,2,2025-04-06,CBE,Google Play,Other
🙏,5,2025-04-06,CBE,Google Play,Other
it is good but it doesn't allow screen shot,4,2025-04-06,CBE,Google Play,Other
the best one,5,2025-04-06,CBE,Google Play,Other
you need to copy many things from other bank apps like amole(dashen),2,2025-04-06,CBE,Google Play,Other
bring back the screenshot feature.,1,2025-04-05,CBE,Google Play,Other
good!👍,3,2025-04-05,CBE,Google Play,Other
best app to experience him that to smooth transaction among the customers,1,2025-04-05,CBE,Google Play,Other
nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,4,2025-04-04,CBE,Google Play,UI/UX
easy to use,5,2025-04-04,CBE,Google Play,Other
"good job to the cbe team on this mobile app! it's designed in a way that's simple and intuitive to navigate, which is great for everyone. it effectively handles the essential banking tasks i need to perform regularly. it's a practical and reliable tool that makes everyday banking much more convenient. thank you for this useful application.",5,2025-04-04,CBE,Google Play,Account Access Issues
ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር,5,2025-04-04,CBE,Google Play,Other
before it was smooth and good. this time after the new update in 2025 i can not make screenshot of my recite. even the downlod button is very delayed in putting my recite in my gallery for simple proof. please fix this i am unable to show proof of payment to my clients. thankyou.,3,2025-04-04,CBE,Google Play,Transaction Problems
cool ❤,4,2025-04-04,CBE,Google Play,Other
best app,5,2025-04-03,CBE,Google Play,Other
best banking app,4,2025-04-03,CBE,Google Play,Other
satisfied,5,2025-04-03,CBE,Google Play,Other
this app is very necessary app many people found it,5,2025-04-03,CBE,Google Play,Other
cbe very active bank i'm using cbe app very very satisfaction,5,2025-04-03,CBE,Google Play,Other
it made life alot easier. i cant even imagine having to make all those transactions in person. so this app was crucial for me. very good app. well done.,5,2025-04-03,CBE,Google Play,Other
perfect,5,2025-04-02,CBE,Google Play,Other
thankyou,5,2025-04-02,CBE,Google Play,Other
i like it,5,2025-04-02,CBE,Google Play,Other
"i don't understand the reason, why i need to disable developer options to access the app, it has no security risks nor does it hinder the app's functionalities. this goes out to the dev, i hope your life is filled with inconveniences.",1,2025-04-02,CBE,Google Play,Other
smart app,5,2025-04-02,CBE,Google Play,Other
isin ga'a,2,2025-04-02,CBE,Google Play,Other
it's great,5,2025-04-01,CBE,Google Play,Other
very good app and stars faction with work,5,2025-04-01,CBE,Google Play,Other
it is excelent,5,2025-04-01,CBE,Google Play,Other
smart,5,2025-04-01,CBE,Google Play,Other
በየወሩ አፕደት እየጠየቀኝ ነው ለነገሩ ብር ስሌለኝ ይሆናል እና ምን ለማለት ፈልገ መሰላቹ ወላህ ቼግሮኛል 🥺🥺🥺,3,2025-04-01,CBE,Google Play,Other
very interesting app,5,2025-04-01,CBE,Google Play,Other
wow.......cbe.....keep it up.....!!!!!!,5,2025-04-01,CBE,Google Play,Other
ጊዜን ቆጣቢ እና ህይወትን ቀለል ከሚያደርጉ ኢትዬጲያ ካሉ ፋይናንስ አፕልኬሽኖች ሁሉ ይሄ ይለያል,5,2025-04-01,CBE,Google Play,Other
excellent🙏app,5,2025-04-01,CBE,Google Play,Other
the most useful,5,2025-04-01,CBE,Google Play,Other
i am more satisfied in this app . more sure you have to secure.,4,2025-04-01,CBE,Google Play,Other
easy to use,5,2025-04-01,CBE,Google Play,Other
"very good, but sometimes nur cbe comes without my consent. even if i choose locked, it appears",4,2025-04-01,CBE,Google Play,Other
excellent !!!,5,2025-04-01,CBE,Google Play,Other
always we relay on,5,2025-04-01,CBE,Google Play,Other
i'm lucky to have this🙏 thank you cbe.,5,2025-04-01,CBE,Google Play,Other
it's need more improvement like tellbirr.,4,2025-04-01,CBE,Google Play,Other
goode app,5,2025-04-01,CBE,Google Play,Other
a very nice app.👍👍👍,5,2025-03-31,CBE,Google Play,Other
safe easy & fast,5,2025-03-31,CBE,Google Play,Other
it's good app,5,2025-03-31,CBE,Google Play,Other
it is veary useful app but screen shout was impossible .solve this problem,5,2025-03-31,CBE,Google Play,Other
ጥሩ ነው,5,2025-03-31,CBE,Google Play,Other
እጅግ በጣም ጥሩ አፕ,5,2025-03-31,CBE,Google Play,Other
በጣም ሃሪፍ ነው ግን ብር በሚተላለፍበት ወቅት ተቀንሷል ይላል እላፊ መልክቱ ይደርሳል ግን አይቀንስም,5,2025-03-31,CBE,Google Play,Other
suitable app,4,2025-03-31,CBE,Google Play,UI/UX
dear cbe this app is not comparable with 21century and pls try to solve it.💀💀💀,1,2025-03-31,CBE,Google Play,Other
best transaction method of financial,5,2025-03-31,CBE,Google Play,Other
#cbe is now going to on the right pathway/track/!! thank you cbe one step ahead on payment platform app!!,5,2025-03-31,CBE,Google Play,Other
it literarily don't work at all,4,2025-03-31,CBE,Google Play,Other
good give us plus,5,2025-03-31,CBE,Google Play,Other
"very good application. however, i have one functionality recommendation. what if you let the app transfer money to any telebirr account as for mpesa? by the way, i am not the only one to ask this. thank you!",4,2025-03-31,CBE,Google Play,Transaction Problems
before update it was able to screenshot while after update i can't able to screenshot the transfere details,4,2025-03-31,CBE,Google Play,Transaction Problems
tnc cbe,5,2025-03-31,CBE,Google Play,Other
it is good app. but you have integrate cbe with cbe birr. to allow cardless withdrawal directly from our accout!,4,2025-03-31,CBE,Google Play,Other
great apps,5,2025-03-31,CBE,Google Play,Other
excellent,5,2025-03-31,CBE,Google Play,Other
great app!,4,2025-03-31,CBE,Google Play,Other
cbe,5,2025-03-31,CBE,Google Play,Other
very good 👍 👏,5,2025-03-31,CBE,Google Play,Other
great when it works,5,2025-03-31,CBE,Google Play,Other
"the app is very good, but why screenshots is impossible?",5,2025-03-31,CBE,Google Play,Other
excellent match application,5,2025-03-31,CBE,Google Play,Other
the best app😍😍😍,5,2025-03-31,CBE,Google Play,Other
excellent app,5,2025-03-31,CBE,Google Play,Other
easy to use and user friendly,5,2025-03-31,CBE,Google Play,Other
very nice,5,2025-03-31,CBE,Google Play,Other
አሪፍ ነው በተለይ የአሻራ ደህነቱ መረጋገጡ ተመችቶኛል,3,2025-03-31,CBE,Google Play,Other
well software,5,2025-03-31,CBE,Google Play,Other
ጥሩ ነው አንዳንዴ ስታክ ቢያደርግም,4,2025-03-31,CBE,Google Play,Other
cbe very good apps,5,2025-03-31,CBE,Google Play,Other
"this application fast, secure and more convenient. thanks cbe",5,2025-03-31,CBE,Google Play,Other
it's not working,3,2025-06-05,BOA,Google Play,Other
"hello, i’m facing a problem with the boa mobile app. every time i enter my phone number and password, the app crashes and shows an error that says “boamobile closed because this app has a bug.” i tried updating, reinstalling, and clearing cache, but nothing worked. please fix this bug in the next update. i really need access to my account. thank you.",1,2025-06-03,BOA,Google Play,Account Access Issues
exceptional,5,2025-06-03,BOA,Google Play,Other
boa mobile good bank,5,2025-06-02,BOA,Google Play,Other
this is worest app 24/7 loading,1,2025-06-01,BOA,Google Play,Other
this app is not interest for android phone please update it .,1,2025-06-01,BOA,Google Play,Other
boa system is confartable,5,2025-05-31,BOA,Google Play,Other
"this app, for me , is a waste of time. it doesn't work . i can't even long in, and it really piss me off. fix the problem",1,2025-05-27,BOA,Google Play,Other
good service.,3,2025-05-25,BOA,Google Play,Other
the app crush frequently,1,2025-05-24,BOA,Google Play,Other
good,5,2025-05-22,BOA,Google Play,Other
you guys keeps getting worst,1,2025-05-21,BOA,Google Play,Other
"this app is a joke. it crashes more than it works, takes forever to load, and half the features are just decorative at this point. can’t log in, can’t transfer money, can’t even check my balance without it bugging out. to the developer: are you actually trying to make this work, or is this some kind of social experiment to test our patience? did you build this in your sleep? because it definitely looks like it. if this is your idea of a functional app, maybe consider a different career path🙏",1,2025-05-21,BOA,Google Play,Transaction Problems
boa,2,2025-05-20,BOA,Google Play,Other
but not opening on android,4,2025-05-19,BOA,Google Play,Other
worst app ever. totally unreliable. and it didn't work at all for the last 4 months.,1,2025-05-18,BOA,Google Play,Other
amazing,5,2025-05-18,BOA,Google Play,Other
excellent app,4,2025-05-16,BOA,Google Play,Other
excellent,5,2025-05-15,BOA,Google Play,Other
ሞላዬ ከበደ,5,2025-05-14,BOA,Google Play,Other
"this app does no work on samsung a51, it just gives a preview of the logo",1,2025-05-11,BOA,Google Play,Other
nice,5,2025-05-10,BOA,Google Play,Other
"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",5,2025-05-10,BOA,Google Play,Other
best app,5,2025-05-09,BOA,Google Play,Other
liking this application good 👍,5,2025-05-07,BOA,Google Play,Other
"this app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and otp sent not work",1,2025-05-06,BOA,Google Play,Other
wow,5,2025-04-28,BOA,Google Play,Other
it's really good 👍,5,2025-04-23,BOA,Google Play,Other
bad app . it stuck when you open and noting works.,1,2025-04-23,BOA,Google Play,Other
"the app isn't working after it asked me the password it starts loading, but it doesn't open",3,2025-04-20,BOA,Google Play,Account Access Issues
best,2,2025-04-19,BOA,Google Play,Other
it keeps showing this pop up to turn off developer options even tho it's off! i had to turn on and then off to make it work! this is a horrible experience and needs a fix asap! plus kinda slow.,1,2025-04-18,BOA,Google Play,Other
yideg,1,2025-04-17,BOA,Google Play,Other
አይከፍትም እኮ,1,2025-04-17,BOA,Google Play,Other
great boa,5,2025-04-10,BOA,Google Play,Other
boa of mobile backing,5,2025-04-09,BOA,Google Play,Other
faster bank of abissinya,5,2025-04-08,BOA,Google Play,Other
i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,1,2025-04-08,BOA,Google Play,Other
it just doesn't work...so frustrating,1,2025-04-07,BOA,Google Play,Other
like,5,2025-04-06,BOA,Google Play,Other
it's not work correctly... you must have update it,1,2025-04-06,BOA,Google Play,Other
